regne	phylum	classe	ordre	famille	genre	espece	lineage_by_level	tax_id_by_level	nb_contigs_Holopig_colon01_quantif_percontig	nb_reads_Holopig_colon01_quantif_percontig	depth_Holopig_colon01_quantif_percontig	nb_contigs_Holopig_colon02_quantif_percontig	nb_reads_Holopig_colon02_quantif_percontig	depth_Holopig_colon02_quantif_percontig	nb_contigs_Holopig_colon03_quantif_percontig	nb_reads_Holopig_colon03_quantif_percontig	depth_Holopig_colon03_quantif_percontig	nb_contigs_Holopig_colon04_quantif_percontig	nb_reads_Holopig_colon04_quantif_percontig	depth_Holopig_colon04_quantif_percontig	nb_contigs_Holopig_colon05_quantif_percontig	nb_reads_Holopig_colon05_quantif_percontig	depth_Holopig_colon05_quantif_percontig	nb_contigs_Holopig_colon06_quantif_percontig	nb_reads_Holopig_colon06_quantif_percontig	depth_Holopig_colon06_quantif_percontig	nb_contigs_Holopig_colon07_quantif_percontig	nb_reads_Holopig_colon07_quantif_percontig	depth_Holopig_colon07_quantif_percontig	nb_contigs_Holopig_colon08_quantif_percontig	nb_reads_Holopig_colon08_quantif_percontig	depth_Holopig_colon08_quantif_percontig	nb_contigs_Holopig_colon09_quantif_percontig	nb_reads_Holopig_colon09_quantif_percontig	depth_Holopig_colon09_quantif_percontig	nb_contigs_Holopig_colon10_quantif_percontig	nb_reads_Holopig_colon10_quantif_percontig	depth_Holopig_colon10_quantif_percontig	nb_contigs_Holopig_colon11_quantif_percontig	nb_reads_Holopig_colon11_quantif_percontig	depth_Holopig_colon11_quantif_percontig	nb_contigs_Holopig_colon12_quantif_percontig	nb_reads_Holopig_colon12_quantif_percontig	depth_Holopig_colon12_quantif_percontig	nb_contigs_Holopig_colon13_quantif_percontig	nb_reads_Holopig_colon13_quantif_percontig	depth_Holopig_colon13_quantif_percontig	nb_contigs_Holopig_colon14_quantif_percontig	nb_reads_Holopig_colon14_quantif_percontig	depth_Holopig_colon14_quantif_percontig	nb_contigs_Holopig_colon15_quantif_percontig	nb_reads_Holopig_colon15_quantif_percontig	depth_Holopig_colon15_quantif_percontig	nb_contigs_Holopig_colon16_quantif_percontig	nb_reads_Holopig_colon16_quantif_percontig	depth_Holopig_colon16_quantif_percontig	nb_contigs_Holopig_colon17_quantif_percontig	nb_reads_Holopig_colon17_quantif_percontig	depth_Holopig_colon17_quantif_percontig	nb_contigs_Holopig_colon18_quantif_percontig	nb_reads_Holopig_colon18_quantif_percontig	depth_Holopig_colon18_quantif_percontig	nb_contigs_Holopig_colon19_quantif_percontig	nb_reads_Holopig_colon19_quantif_percontig	depth_Holopig_colon19_quantif_percontig	nb_contigs_Holopig_colon20_quantif_percontig	nb_reads_Holopig_colon20_quantif_percontig	depth_Holopig_colon20_quantif_percontig	nb_contigs_Holopig_colon21_quantif_percontig	nb_reads_Holopig_colon21_quantif_percontig	depth_Holopig_colon21_quantif_percontig	nb_contigs_Holopig_colon22_quantif_percontig	nb_reads_Holopig_colon22_quantif_percontig	depth_Holopig_colon22_quantif_percontig	nb_contigs_Holopig_colon23_quantif_percontig	nb_reads_Holopig_colon23_quantif_percontig	depth_Holopig_colon23_quantif_percontig	nb_contigs_Holopig_colon24_quantif_percontig	nb_reads_Holopig_colon24_quantif_percontig	depth_Holopig_colon24_quantif_percontig	nb_contigs_Holopig_colon25_quantif_percontig	nb_reads_Holopig_colon25_quantif_percontig	depth_Holopig_colon25_quantif_percontig	nb_contigs_Holopig_colon26_quantif_percontig	nb_reads_Holopig_colon26_quantif_percontig	depth_Holopig_colon26_quantif_percontig	nb_contigs_Holopig_colon27_quantif_percontig	nb_reads_Holopig_colon27_quantif_percontig	depth_Holopig_colon27_quantif_percontig	nb_contigs_Holopig_colon28_quantif_percontig	nb_reads_Holopig_colon28_quantif_percontig	depth_Holopig_colon28_quantif_percontig	nb_contigs_Holopig_colon29_quantif_percontig	nb_reads_Holopig_colon29_quantif_percontig	depth_Holopig_colon29_quantif_percontig	nb_contigs_Holopig_colon30_quantif_percontig	nb_reads_Holopig_colon30_quantif_percontig	depth_Holopig_colon30_quantif_percontig	nb_contigs_Holopig_colon31_quantif_percontig	nb_reads_Holopig_colon31_quantif_percontig	depth_Holopig_colon31_quantif_percontig	nb_contigs_Holopig_colon32_quantif_percontig	nb_reads_Holopig_colon32_quantif_percontig	depth_Holopig_colon32_quantif_percontig	nb_contigs_Holopig_colon33_quantif_percontig	nb_reads_Holopig_colon33_quantif_percontig	depth_Holopig_colon33_quantif_percontig	nb_contigs_Holopig_colon34_quantif_percontig	nb_reads_Holopig_colon34_quantif_percontig
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. CAG:592	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. CAG:592	2; 976; 200643; 171549; 171552; 838; 1262931	1	9	2.4110400000000003	0	0	0	0	0	0	0	0	0	4	331	28.7672	0	0	0	0	0	0	0	0	0	4	32	3.145625	1	35	4.2255199999999995	0	0	0	2	31	4.317279999999999	0	0	0	7	53	4.957207142857143	2	24	7.228455	5	153	17.589226	0	0	0	1	4	1.62255	0	0	0	1	15	2.73765	0	0	0	0	0	0	1	10	2.33858	0	0	0	1	7	3.8228199999999997	0	0	0	1	2	1.7591700000000001	0	0	0	0	0	0	0	0	0	1	1	1.0	0	0	0	2	55	4.12777	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. CAG:873	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. CAG:873	2; 976; 200643; 171549; 171552; 838; 1262936	13	79	1.8927592307692307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	3.37986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	71	5.0990649999999995	2	80	9.10438	1	12	1.96722	1	15	3.22391	0	0	0	0	0	0	0	0	0	0	0	0	1	9	2.50605	0	0	0	1	33	6.77775	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. CAG:891	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. CAG:891	2; 976; 200643; 171549; 171552; 838; 1262937	1	10	3.02431	2	8	1.61299	3	52	3.2336899999999997	4	32	2.26394	2	213	6.9446	3	276	20.577633333333335	3	87	9.147186666666666	0	0	0	0	0	0	1	16	3.98944	0	0	0	0	0	0	0	0	0	11	906	24.35654181818182	0	0	0	2	20	4.684655	1	24	3.2898699999999996	5	170	3.5497520000000002	2	28	3.3439500000000004	23	2165	27.981566956521746	9	305	4.072427777777778	0	0	0	0	0	0	2	27	4.25212	19	472	5.135800526315789	2	24	3.12895	12	1369	20.098094166666662	0	0	0	9	475	11.91866222222222	5	484	21.004863999999998	24	962	5.914166666666667	4	61	2.36375	26	2795	29.901936923076924	5	306
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. MGM2	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. MGM2	2; 976; 200643; 171549; 171552; 838; 2033406	1	12	2.69822	1	49	4.3121599999999995	0	0	0	1	12	4.99376	0	0	0	4	594	47.8866725	3	201	9.614483333333334	3	46	2.7270866666666667	8	1943	67.25102625000001	1	12	3.30599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	2.62589	0	0	0	0	0	0	0	0	0	2	30	4.395849999999999	1	9	2.4590099999999997	11	637	4.877987272727273	1	27	2.86177	0	0	0	0	0	0	0	0	0	5	397	5.166684	3	50	4.58796	1	9	1.63418	3	79	7.594776666666667	2	23
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. Marseille-P4119	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. Marseille-P4119	2; 976; 200643; 171549; 171552; 838; 2079531	8	464	8.936464999999998	4	24	1.69993	11	249	4.932401818181818	5	196	8.612798000000002	10	677	16.743966999999998	2	14	3.0627250000000004	4	35	2.5728424999999997	18	260	3.1557638888888895	6	197	10.623089999999998	4	28	1.9329349999999998	0	0	0	8	236	5.34669375	4	160	5.034665	5	135	13.061333999999999	18	1985	21.024968388888887	92	11060	40.727812499999985	3	61	8.892290000000001	0	0	0	2	3	0.8500385	9	139	2.9373366666666665	1	4	1.33665	0	0	0	1	5	2.2472	0	0	0	4	59	3.22983	0	0	0	0	0	0	1	1	0.9987950000000001	1	8	2.63583	0	0	0	4	279	29.88474	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. P2-180	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. P2-180	2; 976; 200643; 171549; 171552; 838; 2024224	5	198	10.146702	1	4	1.33657	6	71	2.3627966666666667	1	6	4.1162	15	211	4.175757333333333	9	250	3.0471722222222226	2	37	5.19659	1	10	3.44686	11	90	2.745438181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44	17.9611	1	40	6.0770800000000005	0	0	0	5	126	3.32196	4	43	2.9203025	48	816	3.0088139583333344	2	51	7.350355	1	12	6.12094	0	0	0	9	219	10.77094522222222	2	50	2.7879650000000002	5	315	16.8121072	0	0	0	26	973	10.333707307692306	1	6
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. P3-122	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. P3-122	2; 976; 200643; 171549; 171552; 838; 2024223	4	253	10.8890825	4	203	6.1840375	1	27	4.07099	3	110	8.197633333333334	4	85	5.2275975	5	732	49.147391999999996	4	75	4.016715	2	69	3.550585	11	1789	39.57024272727272	2	54	7.129265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	2.97059	0	0	0	1	6	4.08229	0	0	0	0	0	0	0	0	0	1	11	1.83949	2	19	3.27078	11	490	6.44583909090909	2	45	3.7512749999999997	0	0	0	0	0	0	5	140	10.297436000000001	3	69	3.328576333333333	1	10	7.8291	0	0	0	5	134	4.567826	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. P4-51	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. P4-51	2; 976; 200643; 171549; 171552; 838; 2024228	1	8	1.56215	0	0	0	2	12	2.780055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	6.55388	0	0	0	0	0	0	0	0	0	1	3	2.01749	0	0	0	1	6	2.67422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	4.90447	0	0	0	1	20	3.18703	0	0	0	2	47	4.26134	0	0	0	1	125	6.98223	0	0	0	2	171	23.104795	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. P4-67	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. P4-67	2; 976; 200643; 171549; 171552; 838; 2024227	2	10	3.41094	1	6	1.72003	0	0	0	1	223	13.9564	0	0	0	1	11	5.89506	2	78	14.801435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	3.0803900000000004	0	0	0	3	117	21.9234	0	0	0	0	0	0	1	4	2.76883	3	19	4.434373333333333	1	10	6.46705	0	0	0	2	44	3.6102100000000004	1	15	9.927389999999999	0	0	0	1	17	2.3223599999999998	0	0	0	0	0	0	0	0	0	0	0	0	5	214	21.215544	0	0	0	1	27	4.52413	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. P5-126	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. P5-126	2; 976; 200643; 171549; 171552; 838; 2024216	1	18	4.99702	0	0	0	0	0	0	0	0	0	1	20	6.48185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	26	9.63287	1	22	13.1185	2	9	2.855275	0	0	0	1	5	1.80151	4	389	34.891175	1	12	2.7042	0	0	0	0	0	0	1	13	1.76765	0	0	0	2	40	8.436219999999999	0	0	0	1	10	6.71205	0	0	0	1	11	3.3968599999999998	0	0	0	1	11	8.13693	0	0	0	0	0	0	1	3
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. P5-92	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. P5-92	2; 976; 200643; 171549; 171552; 838; 2024222	5	342	6.853578000000001	0	0	0	5	72	3.0493680000000003	2	103	6.87091	4	67	3.678415	5	1465	52.476772000000004	1	22	4.616630000000001	1	28	4.6722	3	380	5.964696666666668	1	63	4.98832	2	55	2.29128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2.42069	0	0	0	2	175	30.30565	0	0	0	2	55	4.264885	0	0	0	2	28	3.4527050000000004	23	340	3.2052260869565212	9	201	3.9883822222222225	3	174	8.720096666666668	1	21	3.94014	4	74	3.04295	9	384	5.236944444444444	5	177	3.943586	0	0	0	27	430	3.4357348148148144	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. S7-1-8	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella sp. S7-1-8	2; 976; 200643; 171549; 171552; 838; 1284775	1	1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	3.9708900000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42	10.7286	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella stercorea	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella stercorea	2; 976; 200643; 171549; 171552; 838; 363265	4	217	16.05179	4	28	2.060525	3	78	8.688016666666668	1	1	1.0	6	425	17.19087833333333	3	50	5.361493333333333	6	59	4.616888333333333	9	183	5.782058888888889	4	162	4.8983775000000005	0	0	0	0	0	0	45	1248	11.281090511111111	5	58	3.0035192	64	1832	15.030016875000003	74	2382	15.353485945945948	213	11233	22.368185173708913	5	83	4.185684	10	172	5.8836129999999995	118	2915	11.703943618644066	180	6087	15.507693049999993	108	2225	10.99787183333333	8	278	14.1004	70	1000	8.150606514285714	112	3269	15.78522434821429	8	544	19.39392875	3	48	7.989593333333334	2	34	8.498615000000001	9	22	1.550865666666667	9	142	3.1989755555555552	7	73	7.122164285714287	142	6414	24.540742323943658	4	38	3.4479015	9	126	7.3094399999999995	3	88
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	None	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellamassilia; None	2; 976; 200643; 171549; 171552; 1926672; None	17	219	3.9027735294117645	14	310	3.1393475714285715	4	84	3.4630725	12	2838	5.409162500000001	73	35987	11.958886438356167	22	15913	48.32930272727273	19	410	4.013458157894736	5	191	7.204670000000002	36	5040	34.20734027777779	23	1358	9.003240869565216	6	303	24.8271165	0	0	0	0	0	0	21	969	19.92150285714286	3	45	4.80208	3	56	2.8616733333333335	5	73	2.6414160000000004	3	46	3.1443600000000003	16	581	14.642646250000002	25	1882	22.8386136	18	316	3.7268751111111107	0	0	0	23	512	4.13917347826087	19	225	3.8516699999999995	77	2468	5.7020291038961055	15	423	7.412159333333332	37	1297	11.425568783783785	4	108	6.436847500000001	53	2786	14.654805094339624	30	1056	11.019157666666667	42	2077	13.885359047619048	7	101	2.9943514285714286	111	9982	20.536302306306307	14	264
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Prevotellamassilia sp.	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellamassilia; Prevotellamassilia sp.	2; 976; 200643; 171549; 171552; 1926672; 1926673	96	3840	4.402633270833333	203	6361	3.971114039408865	39	563	2.506326923076924	158	19204	5.464339411392403	1042	136807	13.273050566218801	111	21255	17.795641261261263	199	4292	3.939858442211055	90	6492	3.3724588111111107	46	13445	23.186476391304346	5	86	3.68785	323	109490	24.982548845201233	59	1266	3.2255444237288122	1	4	1.1823700000000001	13	1219	31.914149230769226	15	314	2.6088086666666666	0	0	0	2	71	4.277305	3	116	4.589416666666666	518	175774	31.67744617374519	33	2425	12.408722151515152	32	485	2.8897999999999993	0	0	0	9	9843	5.493753333333333	88	980	2.512526818181818	400	49453	6.831234780000004	6	68	2.4417199999999997	141	7117	4.638865283687944	7	44	1.6994828571428573	39	630	2.9931618205128196	133	26218	7.678947142857145	75	2129	5.186729760000001	1	17	2.16363	256	23932	7.485620082031248	50	9753
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Prevotellamassilia timonensis	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellamassilia; Prevotellamassilia timonensis	2; 976; 200643; 171549; 171552; 1926672; 1852370	3	321	5.70044	5	203	3.6763440000000003	2	219	3.7327350000000004	2	20	5.899285000000001	4	3321	22.028865000000003	7	1208	44.98294	3	97	5.027663333333333	2	49	6.6849050000000005	19	4823	49.677477368421044	4	304	21.102957500000002	0	0	0	0	0	0	0	0	0	6	270	19.773662166666664	1	46	4.2283599999999995	3	185	29.289933333333334	2	115	4.825855	1	21	5.04188	0	0	0	4	310	26.565817499999998	4	32	2.5142599999999997	0	0	0	1	26	17.3518	4	217	18.898805	7	123	5.7763928571428576	2	95	3.691555	4	79	3.6901375	0	0	0	5	418	4.127234	0	0	0	4	190	7.76002	0	0	0	6	177	10.866488333333335	2	97
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Pseudoprevotella	Pseudoprevotella muciniphila	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Pseudoprevotella; Pseudoprevotella muciniphila	2; 976; 200643; 171549; 171552; 2884814; 2133944	1	11	2.73763	0	0	0	0	0	0	1	130	4.53799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	2.20528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	1.88903	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes senegalensis	2; 976; 200643; 171549; 171550; 239759; 1288121	2	10	2.69068	8	52	2.1745975	2	28	5.489520000000001	2	25	6.560959	5	60	3.1711074	2	59	11.148805	1	8	4.48183	2	8	1.02007	0	0	0	9	139	3.548032222222222	4	22	2.2215249999999997	0	0	0	2	14	1.8136400000000001	1	27	16.1889	1	20	7.94405	0	0	0	5	60	3.6450020000000003	11	88	2.2734199999999998	0	0	0	0	0	0	0	0	0	8	94	2.831295	0	0	0	6	17	1.8732999999999997	0	0	0	1	4	1.71679	7	40	3.3176121428571426	0	0	0	0	0	0	4	37	2.3146225	2	35	8.26036	0	0	0	1	15	7.98998	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes shahii	2; 976; 200643; 171549; 171550; 239759; 328814	10	79	2.475389	2	12	2.336285	5	40	2.0659199999999998	5	42	2.942064	2	74	4.055654	4	95	5.7557075	2	31	3.118935	0	0	0	16	201	3.1229687499999996	49	1520	12.477833510204082	0	0	0	0	0	0	0	0	0	3	10	2.3898403333333333	0	0	0	5	28	2.3001460000000002	4	37	3.7191124999999996	20	188	2.5784794999999994	5	45	3.5859859999999997	2	22	4.517495	17	290	3.1973358823529416	23	313	3.2329965217391305	11	111	2.526150909090909	9	268	4.904962222222222	13	331	12.380830000000001	1	13	3.96625	4	144	12.6080425	0	0	0	1	64	22.6675	2	55	4.60126	0	0	0	0	0	0	7	206	11.908317142857143	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp.	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes sp.	2; 976; 200643; 171549; 171550; 239759; 1872444	6	405	17.799361666666666	0	0	0	1	23	2.36063	0	0	0	1	28	6.0559	0	0	0	8	68	2.1887975	1	6	1.27863	10	1531	39.052044	8	209	9.104301249999999	1	4	1.9678400000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	3.19455	2	19	2.9132550000000004	0	0	0	0	0	0	1	2	1.72612	1	5	2.8040700000000003	1	145	5.18507	2	49	3.201925	2	38	5.781085000000001	1	19	3.02197	0	0	0	13	125	2.476741538461538	2	29	3.58357	43	570	2.7388537209302326	1	19	2.61919	0	0	0	7	59	2.0019085714285714	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. CAG:435	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes sp. CAG:435	2; 976; 200643; 171549; 171550; 239759; 1262695	134	9012	8.828738582089555	16	162	2.3897318750000003	38	1519	4.905999605263158	36	735	5.5370872222222225	52	2353	8.02163771153846	57	1617	4.574216842105263	19	1953	10.864638421052632	34	335	2.465469117647059	53	3273	8.379359698113209	27	2452	5.487276111111111	15	450	11.313946666666668	0	0	0	0	0	0	0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.7499750000000001	0	0	0	2	4	0.92295	23	802	14.274700869565219	13	217	9.757696153846153	68	2911	7.484816632352941	13	359	11.356286923076924	35	871	12.82443545714286	1	10	3.14949	2	12	3.0303050000000002	144	15822	10.118738562500006	0	0	0	1	3	2.14266	114	3166	5.90006104385965	5	24
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. CAG:514	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes sp. CAG:514	2; 976; 200643; 171549; 171550; 239759; 1262696	3	26	5.434653333333334	0	0	0	0	0	0	0	0	0	2	37	10.164	1	2	1.49054	17	168	6.406712117647057	5	24	3.1926797999999996	0	0	0	1	30	17.0506	44	838	9.221825113636363	0	0	0	0	0	0	0	0	0	0	0	0	4	12	1.6068775	1	11	3.32243	1	44	20.1744	0	0	0	1	3	1.47322	3	18	2.52003	1	13	2.6594900000000004	115	3458	12.99437922608696	36	1812	22.498454444444445	63	1219	9.46169985714286	53	1155	10.482496735849056	77	1753	11.725427831168828	0	0	0	17	345	11.825044117647062	1	4	2.3516	2	10	3.328466	0	0	0	15	166	6.3000318	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	None	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; None	2; 976; 200643; 171549; 171550; 239759; None	148	51690	7.4491402770270225	82	828	2.7661807317073173	60	20598	3.9347979999999994	169	21493	5.184020615384613	110	11560	6.426020800000002	105	59131	6.990447752380951	281	75741	28.92161303558718	116	19942	11.676375189655177	160	44360	6.8534200625	199	84583	11.35622857788944	399	27467	13.689805105263158	15	15924	8.462394	18	171	2.160596111111111	15	13020	10.8135288	16	29527	6.49277375	46	10993	3.611619217391304	151	2749	2.8340132450331126	161	12251	2.911469130434783	28	16061	6.101216785714285	30	29715	8.663502366666666	143	14509	3.951515139860142	227	4370	2.9721592731277524	2100	276472	33.43316754047625	669	132577	30.51556768310913	1753	224425	25.39628726126642	1212	139694	27.258521098184797	2243	331603	36.531732228711654	44	11495	4.706310681818181	280	36089	27.823136821428587	172	93955	13.458082558139534	97	79040	19.713366690721646	37	8273	4.068761918918921	890	128438	25.26171028539327	25	15538
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	None	None	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; None; None	2; 976; 200643; 171549; 171550; None; None	18	328	3.2110822222222217	2	60	2.942805	25	360	2.4366260000000004	40	487	2.635023	31	959	6.004349354838707	48	869	3.016677916666666	41	2081	8.624080731707318	17	210	2.4268358823529415	37	3057	3.7676962162162164	29	367	2.9652876551724137	6	142	12.675158333333334	0	0	0	30	568	2.771552333333333	8	6854	13.339062499999999	18	599	3.3658405555555553	18	885	12.604660555555556	23	708	3.8283769565217383	40	436	2.7312055000000006	30	791	2.9753539666666664	12	756	3.8808108333333333	43	986	3.1770579069767444	71	1946	4.749449295774647	16	243	5.816725000000001	22	743	11.05661909090909	77	3000	7.754831688311688	29	940	9.84017379310345	37	3486	23.92910216216216	19	488	5.085993315789474	30	478	3.6681813333333326	30	500	3.8611950000000004	35	510	2.9655542857142865	1	8	2.1491700000000002	64	834	3.3501440624999996	19	147
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	None	Rikenellaceae bacterium	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; None; Rikenellaceae bacterium	2; 976; 200643; 171549; 171550; None; 2049048	4	68	3.18507	0	0	0	3	48	3.2593166666666664	9	111	2.1291166666666665	7	735	9.775212857142858	3	21	1.90004	8	245	4.521255	5	234	10.217146	2	92	4.944415	2	80	3.51543	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1.59565	1	56	30.1669	1	13	2.39718	3	34	2.113296666666667	2	13	1.7770849999999998	1	4	2.7608900000000003	2	279	2.87562	4	121	10.4096075	7	427	18.81791857142857	12	1197	15.556934166666666	26	1066	10.227999230769232	2	85	17.38863	8	610	23.912732499999997	0	0	0	5	92	7.854756	1	9	1.9080099999999998	0	0	0	1	5	2.13461	11	177	4.6114	3	52
